,Category,Text,Classification
152392,Capacitismo,Juizao do Jogo do Guarani enfiou a porra do cartão na olhota,
152393,Assedio,@angelusIapsus Estarei lá prestigiando aquele rabão,
152394,Calunia,@patroclusk en of love é basicamente isso também se love mechanics for cornisse igual eu desisto,
152395,Xenofobia,@carolzinhafp_ Osh eles tão em Caracas ? Kkk,
152396,Sexismo,"@JudiciaryGOP @SenWarren We do not pay your salary for you to act like an incel teen gym.  The ""house judiciary gop"" is going to get someone else hurt and I hope to hell they use this idiocy you've been tweeting in the civil suit.",
152397,Calunia,"@SRdeutch @LaSueur_off ""connaitre le mma"" je regarde le mma depuis l'époque où ça s'appellait vale tudo l'époque des José pelé Landi Rickson Gracie Marco Ruas... Et même si je place Fedor et GSP (légèrement) au dessus de Khabib pour ce qu'ils ont apporté le parcours de Khabib reste exceptionnelle",
152398,Assedio,Eu de cantinho ela me chamou pro beco... safada vai passando a mão agacha e vai 🎶,
152399,Sexismo,QUE NOJO DESSA MULHER VADIA VADIA VADIA Q NOJOOOOOOOOOOOOOOOOOOOOOOOO,
152400,Xenofobia,@sandrafvck M,
152401,Assedio,"@magdalenamope @jobika72 Deixeu tranquils els Gossosamargats d'Erki i de ConverJunts!Ells són animals dignesi vosaltres uns primats ""decebudets"" i enganyadets.Prou puta pena teniuels uns i els altrescom més va més TRAÏDORS.",
152402,Etnia,tinha baco lagum e criolo  o erasmo carlos ganhou,
152403,Calunia,@reinaldoazevedo Vc é mulher de malandro gosta de bandido e apanha na cara.,
152404,Capacitismo,quero q a maya largue logo desse peito tô doida pra trazer ela pra ficar cmg uns dias 🥹💖,
152405,Capacitismo,@lmacamara ce meteu argentina ganhando da gente? ce ta doido?,
152406,Homofobia,@hwchii 💜 cara... Por dinheiro ss,
152407,Assedio,@inner_bl00m Minhas colegas de trabalho descobriram hoje que sou bunduda,
152408,Sexismo,Atlas gostoso maravilhoso  Ryle vai se fuder seu arrombado corno manso bolsonaro,
152409,Assedio,@AndradeRNegro2 Que gente podre! Deve ser muito pior do que ela contou!  E os patriotas idolatram essa gente corrupta e safada.,
152410,Etnia,Podem falar oque quiser... mas eu de preto exxxquece rs,
152411,Calunia,@cowboylikenic como se evermore n tivesse cornagem,
152412,Capacitismo,@mariadadona @rafolacha nao,
152413,Aparencia,"@ThiagoResiste Michelle tem bom gosto... E Bolsonaro é um gato jamais trocaria o Mito por Valdemar.   Já o PT...ô raça de gente feia. É pré requisito para entrar no ""partido""?! https://t.co/NMMxCJHTdA",
152414,Xenofobia,"So because of #VoxBotuli Musk has decided to reactivate Trump's account like right then so much for his promised ""team"" that was supposed to review and make the decision...or Musk uses the royal ""We""...",
152415,Capacitismo,@nicoly41754032 aí amiga não recomendo,
152416,Capacitismo,Mas é óbvio! A transição é um processo do governo que ideia estúpida sugerir que saia do bolso de uma pessoa física https://t.co/eBuXVvtHr8,
152417,Capacitismo,@fabian_1978 La guerra esta la hicieron los masones anticristos Roosevelt-Rockefeller y Ayala -Estigarribia el tuberculoso Daniel salamanca y Enrrique Peñeranda  no tuvieron nada q ver....si no fuese por Rafael De La Cruz Franco Ojeda...,
152418,Capacitismo,@4RouMaverick @Frodrig_C @DaiTeDice @PapoloSebastian La nada y lo dice con seguridad como si tuviera razón es nada menos que lamentable me parece hasta estúpido que critique a Alola solo por la Liga sin tener en cuenta que es la primera Liga de Alola y todos los personajes con los que mucho Ash ahí tuvieron un gran nivel pero+,
152419,Sexismo,@uaitaison Sasha Meneghel?,
152420,Homofobia,cheguei da festa agr pouco viado dancei demais foi muito bom,
152421,Xenofobia,Minha unha tá mto linda cara kkkkk💕💅,
152422,Calunia,@LulaPower13 @LaMaestrini @faornelas @igorlins81 @Rafael_Parente @LulaOficial @cirogomes Ladainha de quem n tem voto p ganhar eleição e coloca a culpa no coleguinha. Vamos tds para Paris se o Ciro n for p o segundo turno. Aqui ninguém anda c ladroeira n.,
152423,Capacitismo,never forget cuando bajé una maleta de la parte de arriba del avión y se me cayó encima de un doño y me fui bien apenada y a mitad del pasillo capté que no era mi maleta y tuve que devolverme al lugar del siniestro a volver a subir la maleta 😭😭😭,
152424,Aparencia,seu perfil foi visto por 7 pessoas nas últimas 5 horas https://t.co/lO9wzi0qjG,
152425,Calunia,@flooolale @WholesomeMeme A veces ladra pero es para ahuyentar a los intrusos.,
152426,Etnia,@pqna_brum @apenasteixeira Para Mulata firenight nunca me pegou só eleve no império lkkkkkk,
152427,Homofobia,@G_Mesquitaa Na do seu irmão aquele veadao,
152428,Aparencia,@laradojao @omdslele casem agr sua feioza,
152429,Capacitismo,Dobrador: Redirecionando para Dublador Nova página#REDIRECT[[Dublador]] http://t.co/f0sBeD55Lm,
152430,Homofobia,@nandamontalvao Eu tbm percebi depois de um tempão,
152431,Aparencia,cocota feia pra caralho eu te odeio alem de td que possa existir 🫶🏻,
152432,Homofobia,esse viado la em balneário curtindo meu story qksmwksk cu cu cu,
152433,Sexismo,@duda_ocss @meandwh Já tava na hora né gostosa  tá me dando mole uma eternidade,
152434,Xenofobia,Tô cheia de sonooo,
152435,Xenofobia,novo status: pessoas que visitaram meu perfil https://t.co/QOT2WrrCG9,
152436,Capacitismo,Roto destrozado triste devastado desconsolado llorón melancólico afligido apenado entristecido afectado lastimado angustiado funesto lamentable triste devastado desconsolado dolido decaído demacrado apenado abatido.,
152437,Xenofobia,@jlvbs03 @Rconstantino Nada disso. Não tenho nenhum trauma não. Só gosto de judiar (intelectualmente) de gente ignóbil. Percebeu a razão da interação com vc? Dá prazer em ver sua tentativa de argumentar o fato de que é um BOLSOMINION que luta por democracia pedindo ditadura… kkkkk,
152438,Capacitismo,@GeremiaLuciana @revistaoeste Há sim retardada! Quer dizer que 60 milhões de eleitores que votaram no Lula são vagabundos? VTNC chará!,
152439,Etnia,sou essa jovem macaca patrícia https://t.co/aUZZIEA4QI,
152440,Capacitismo,Y que es esa mierda de separarnos entre Twitter para Android y Twitter para iPhone? Es estúpido,
152441,Calunia,⚡  Киев передал ВСУ арестованные российские активы на миллион долларов https://t.co/Na3rpMqsXk https://t.co/jcZJEDMx9L,
152442,Calunia,A copa chega a ser tão boa ao ponto de fazer uma pessoa ficar ansiosa para ver QATAR X EQUADOR único problema vai ser o enem o pior é que a estreia era para ser na segunda mas algum corno resolveu antecipar...,
152443,Sexismo,Que pergunta é essa cachorra,
152444,Aparencia,@Aindacella Sarneou   feioza,
152445,Sexismo,"@LulaOficial O ""mundo"" tem saudade da meretriz de pernas escancaradas que o Sr gosta de fazer do nosso país. Venda-nos canalha. Entregue nosso dinheiro suado pra vagabundos ditadores. De nossa amazônia de mãos beijadas. Mate a saudade do ""mundo"" demônio do inferno.",
152446,Calunia,@hp_simone @FedericoArreola @sdpnoticias No me ametralles  cuánta gente no manches si que son millones y de los pueblos que YA  NO HAY  gente  se fueron de mojados  pura gente ignorante que las obligan a ir a su marcha de los borregos y su dirigente un asno jajaja,
152447,Xenofobia,Esse branquelo seria reserva do Robinho https://t.co/VxV84tt2OZ,
152448,Calunia,Ladrão e não vai subir a rampa!   🇧🇷Brasil acima de tudo Deus acima de todos! https://t.co/MUDLPxjQD4,
152449,Xenofobia,Joaquim meu querido o tic tac é real solta o pássaro do inferno ai pra nos,
152450,Sexismo,cellbit eu vo te cobra na porrada swu arrombado eu tenho enem amanhã como que eu vou DORMIR https://t.co/jUHdAONC4R,
152451,Sexismo,melhor header que já tive aqui no tt esquece,
152452,Capacitismo,Esse fuxico de que o Twitter pode bater a caçuleta a qualquer momento igual veio esclerosado tá literalmente matando muita gente ein. Se o dono dessa bagaça anunciasse o fim das atividades desse caralho anunciasse na Nini já facilitaria logo o processo de aceitação,
152453,Calunia,Me encanta la indirecta ahora decimelo en la cara porque detrás de un portón cualquier perro ladra,
152454,Aparencia,@Julinhaa_72 Sempre contigo Feioza 💘,
152455,Homofobia,@Pottesthadde @lomenezess sedentário é teu gato boiola que come largartixa,
152456,Homofobia,@elonmusk VAI SE FUDER SEU VELHO VIADÃO FILHO DA PUTAAAAAAA,
152457,Assedio,Essa cuzuda da zoe comeu meu carregador do computador,
152458,Capacitismo,Poi dal nulla mi ritrovo in cucina con i miei a guardare la cerimonia di apertura e appena vedo Jungkook di striscio mi metto a urlare tanto che tutta la mia famiglia mi guarda tipo ma sei deficiente  Spero domani di avere un atteggiamento meno disagiato ma essendo lui piangerò,
152459,Assedio,@VillarimOficial @originalmirella Mc cadeia e chupadeira de cantor sertanejo,
152460,Capacitismo,@Leprosarioz Pero que tiene que ver el contrato de Lema si le deben guita desde el 2019 juanchon y lema rindieron lo que tuvieron que rendir que Heinze no los tenga en cuenta es porque algo quiere hacer. Pero no te olvides que Alfin y al cabo gracias a juanchon y lema entramos a la sudaca,
152461,Homofobia,@arauuuujo_ @mike_viadao @IttoratakiItto @jujijuliar @favmtsuri @fkKase @jeonrkiv CALMA GAB VOU PRENDER O ASSASSINO,
152462,Capacitismo,Direita fortalece direita 💪🏾🇧🇷🙏 https://t.co/0azLgsL1s0,
152463,Xenofobia,@thatpaty Thank you My Lady!,
152464,Calunia,ex do seu atual mundo de ilusões quarta cadeira  pqp olha a cornagem,
152465,Sexismo,FILHO DA PUTA ME TROCOU POR CAUSA DE MULHER TU ERA MEU DUO ARROMBADO,
152466,Religião,Comitiva com 2 microônibus e 50 Macumbeiros de saída de Teresina com destino ao município de Piripiri região Norte do Piauí onde acontece o II Cultura Negra 🙏🏿🖤🙏🏿 https://t.co/TDCiMN5SD2,
152467,Sexismo,@JP_Vieira_11 Prostituta nem chama !,
152468,Capacitismo,@BruxinhaLady O q vai voltaa lei do retorno n falhabem feito e se falar que é racismo tá boa pra tomar na olhota do cu,
152469,Homofobia,@loouuiiiiiii alem de mentirosa é obecada por mim e veada,
152470,Homofobia,@taoquei1 @TheLineBrazil Sentou a mão na cara da mulher e como uma veada estérica declarou que agiu para se defender!!!,
152471,Capacitismo,@vmaino En Loja hay un sistema deficiente. Los niños de la provincia salen de lugares distantes a conectarse en internet. ¿Donde están los grandes avances?,
152472,Capacitismo,@karenkarensirko Eu achei um dos criadores do social maker espero que dê certo o memi é lerdo demais no iOS scrr,
152473,Xenofobia,Casos de Covid-19 na Paraíba de 12 a 18 de novembro de 2022 | Paraíba | G1 https://t.co/H0Q1wwAxgh,
152474,Sexismo,Porra de preconceito krl não sabe interpretar piada sua puta desgraçada mal amada deprimida sozinha cadela piranha vaca verme safada prostituta filha do capeta anti cristo burra do krl vadia salafrária vai toma no cu cachorra de merda morre engasgada com meio metro de rola puta.,
152475,Capacitismo,@Matarindo34 @lavinia_tenorio vsf filho da puta idiota desgraçado eu nao sou burra,
152476,Aparencia,@pedrinhoFACAO Meus parabéns feioso tudo de bom paz saúde e felicidade !!,
152477,Xenofobia,Granizo do tamanho de um ovo atingiu Issyk-Kul no Quirguistão  Moradores mostraram o tamanho das pedras de granizo https://t.co/MkRKRwiIsd,
152478,Politica,@BioSaura Típico capitalista extremo facista,
152479,Calunia,@vamphiros ???????????????????????????????????? vc me chamou de fedida,
152480,Aparencia,pass em todos dessa autorakkk tudo feioso 🥺 https://t.co/lPlVLGY0E2,
152481,Sexismo,e a ariana grande foi vestida de vagabunda básica como sempre https://t.co/tUyyOIpPUb,
152482,Calunia,Tú ere' una estrella mami y yo soy tu fanático ese booty en cuatro y to'a las poses se ve exótico eyyyyyyyyyy,
152483,Calunia,@davidracingslz @JornalDaGlobo ANDERSON CORNO MANSO QUE SABE  DIZ PRA GENTE CORNÃO,
152484,Capacitismo,@shark_eboy Clbc e boy leproso,
152485,Sexismo,Vagabundo safado só quer come minha filha esse mal elemento 🥳🥳🥳🤣,
152486,Homofobia,@DigueraSPFC @timinchin @BorgesKemp @GuiroAndrade @SPFCbreno Infelizmente eu tenho medo de fazer tatuagem e me arrepender depois kkkkk  Mas o veadão eu comprava fácil,
152487,Capacitismo,@kookmindiets Ai amiga espero que você consiga chegar na sua meta beleza?,
152488,Calunia,@whytoactivistok @1996_Mileista @thepatriotarg @agustinromm Los fanáticos de Milei se creen que la gente grande le va a hacer caso solo porque ellos lo dicen. El fanático de Milei no es nada diferente a los demás payasos.,
152489,Etnia,Bueno también tienen una sociedad en la que tu atractivo depende de operaciones estéticas. Unas cosas por otras vaya https://t.co/a0dX63wYeN,
152490,Capacitismo,achei o koo meio zoado  alguns bugs nao sei se o koo aguenta o tranco se todo mundo entrar nele,
152491,Politica,eh nesses momentos que eu gostaria q me dedicassem gatinha comunista..,
152492,Capacitismo,@eeudaay te amoo,
152493,Capacitismo,@ErPali_ Es q no da para más el lerdo.,
152494,Sexismo,na nossa mesa só tem sapatao KKKKKK eu to achando incrível,
152495,Religião,@Thawanzinhokkj Macumbeiro,
152496,Xenofobia,@Cardoso ficou lindão mas na vida real o xingling já viária carvão,
152497,Xenofobia,@RichardArcePeru Es increíble que se tartamudee para poder encontrar las palabras vomitivas que justifiquen al carcamano y solo para seguir siendo ministra. Odiosa es la mentira pero peor es el CINISMO.,
152498,Calunia,@AntonioCEvan Isso é marginal infiltrado,
152499,Calunia,@gleisi Desespero tá na porta kkkk ladrao não sobe a rampa OK,
152500,Sexismo,@g1uliz mocréia,
152501,Capacitismo,Nova Santa Rita (Rio Grande do Sul): Bairros:  atualizacao  ← Versão anterior Edição de 06h05min de 20 de ... http://t.co/loxUJ2vn31,
152502,Capacitismo,Era só uma doida pra f1 comigo 😩,
152503,Aparencia,@ttdlaraa vamo sua feioza bolsonarista😡,
152504,Sexismo,Vadia Pilantra Rosa!!!! https://t.co/3oIort4QlP,
152505,Capacitismo,@AnaJVillagran Ana Villagran. Que gran pelmazo! Nefasta en cada uno de sus “argumentos” Gracias a personas cómo está la #OposicionTotalmenteDerrotada va directo al hoyo,
152506,Sexismo,Cómo que se parece al traveco de Ana Guevara... ¿No? https://t.co/LWXcgtXgsE,
152507,Aparencia,tava tao linda agr to me odiando e feia,
152508,Sexismo,@RodrigoCEsteban Payaso tarado y de derecha corrupta y ladrona bueno con esa cara...,
152509,Calunia,@litmantiko Vos empezaste me dijiste cornuda conciente 🤌🏻,
152510,Capacitismo,@Texi_o_lezado @MrCartoonizando seu @ descreve bem o que eu ia falar,
152511,Capacitismo,@__Aladdin_Sane_ boa noite debilóide esquisito,
152512,Capacitismo,LINDISSIMO !  Sinta a grandeza das palavras desta pessoa aleijada. https://t.co/1Dae62dG87,
152513,Xenofobia,@mradv22 Queria muito Carcamano 😔 Triste por não estar indo as manifestações.,
152514,Assedio,@octomura @esquizolindo não eu sou a moça com o rabão.,
152515,Xenofobia,@_VicenteSerrano @cesargutipri @lopezobrador_ PERO DE MEDICINAS MEJOR NO HABLEMOS VERDAD? BOLA DE..... https://t.co/dV3lcqbHXT,
152516,Etnia,@atisiram Mi Mulata Hermosa ❤️💯,
152517,Etnia,@ViegaKaio @boeno4f0 @vittorocriador só um curiosidade se ele fosse negro/preto ?,
152518,Capacitismo,sing with me sing for the year sing for the laughter and sing for the tear,
152519,Calunia,#Hojetempostediting  Convém não usar “chiado inspirador” da MT para traduzir “inspiratory squeak” melhor usar “cornagem ou estridor inspiratório”  #t9n #xl8 #CPD #languagematters #medicaltranslation,
152520,Capacitismo,@necrozandu man nada ve vc e a pessoa mais analfabeta q eu conheço,
152521,Xenofobia,@JoaquinTeixeira @tvglobo quem faria um atrocidade dessas ???  eric faria !!!!,
152522,Xenofobia,Boludo nunca más le cuento lo que siento a la gente,
152523,Xenofobia,@futtmais @DailyMailUK Welcome to Botafogo,
152524,Capacitismo,@RomarioCRF_ @AnaCaro27366930 @lisamnbanz @choquei Mais um debiloide achando q negando a realidade a verdade some.  Ninguém fez tanto pelo Brasil como Bolsonaro o cara simplesmente conseguiu deixar o Brasil com deflação recordes na economia + água no nordeste trocentas obras etc. Se internarapaz.,
152525,Sexismo,@lukeshouse_ Nem cmg? 😓😓 eu te animo ILARILARIÊ,
152526,Capacitismo,@AntonioCGRodri Esse cachaceiro está esclerosado.,
152527,Capacitismo,Trabajo bien hecho 🥵 #running #sweaty https://t.co/EuFZwbFvwb,
152528,Calunia,Se Bolsonaro é ladrão e bandido então as pessoas de esquerda não deveriam votar nele tbm???? Rsrsrsrs,
152529,Xenofobia,💋💋 El turco el turco😁 hay q verla nos vamos a reír un ratazo😁😎🤘🤘y kerem 😎🤘🤘🤘 #KeremBürsin #atodotren2 @paz_padilla @PazVegaOficial https://t.co/atp0Htmn3H,
152530,Assedio,la gente q usa el celular a todo volumen es como hijo de puta no te da como pena q se escuche un tiktok de free fire ponele a todo volumen en un hospital publico https://t.co/qwEZIeZRC1,
152531,Capacitismo,@joaoomatoss18 @FlavioBolsonaro Pandemia lezado...e 'fica em casa',
